textID,text,timestamps
bcc50747b1,_x How did your Geo ISU go? I swear I just had the worse day ever..,2012-12-27 08:09:54+00:00
357483f649,a&e,2012-12-27 07:57:27+00:00
261a5bbd14, tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar,2012-12-27 07:17:04+00:00
b03e2a23e5,"_tdh Can you install ruby, gems and rails on keep? Please?",2012-12-27 07:12:38+00:00
ad37dcf4ff,ultimate,2012-12-27 07:11:53+00:00
5cd1ac2c57,great,2012-12-27 07:11:14+00:00
7f0a146e26, Good to see you back. Sorry that happened to you,2012-12-27 07:06:33+00:00
3626f85ac4,My 1st Mothers Day Tomorrow,2012-12-27 07:06:04+00:00
cbd04fb4eb,Goodnight,2012-12-27 07:02:30+00:00
b8f7efe383," I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!",2012-12-27 06:52:11+00:00
d2ca4e1d3c, It`s not gonna storm!  because I said so!,2012-12-27 06:49:15+00:00
8eedc5a2ed,I broke my ipod,2012-12-27 06:17:26+00:00
3b5aecf8d6,wrong.,2012-12-27 06:10:58+00:00
a154540c08,State pride is important,2012-12-27 05:53:25+00:00
48801ef73a," Ugh, did you just say your friend might have swine flu? OMG, why?",2012-12-27 05:48:06+00:00
91412dffcb,"haha no problem, it`s fun isn`****",2012-12-27 05:39:13+00:00
68a9b81741,"I feel much better now,",2012-12-27 05:37:17+00:00
458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,2012-12-27 05:16:36+00:00
cf05148ed6,that sucks,2012-12-27 05:13:50+00:00
c963a42282,Hates untalented **** being mean to my talented friends,2012-12-27 05:07:43+00:00
3d17d4b72c,looks like we`re rained out for weekend climbing,2012-12-27 05:07:30+00:00
eb79aabf05,Is Google Maps not working for anyone else?,2012-12-27 05:03:20+00:00
21d05898d3, oh ****!!,2012-12-27 04:36:33+00:00
e76b1c30bb,i dont really trust the judgements and vouches of _xo,2012-12-27 04:10:25+00:00
2c5f261ff3, Jesus heals,2012-12-27 04:05:22+00:00
d3935b8571, It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol,2012-12-27 04:04:46+00:00
2a35e976ea, werd. that`s very true,2012-12-27 04:03:09+00:00
3d128b58d0,WELL Happy birthday,2012-12-27 04:00:47+00:00
67348350a4,Without wings again,2012-12-27 03:57:01+00:00
93b5d1bbea,SO glad teatree is ok!,2012-12-27 03:47:26+00:00
ed6bd3958e,Night twitterland x I have to be up in five hours  sigh,2012-12-27 03:45:52+00:00
45e3f93e9b,Happy birthday,2012-12-27 03:43:59+00:00
51051cb758,"lunch break`s over, going back to work....",2012-12-27 03:37:00+00:00
b84ea78203,Glad,2012-12-27 03:34:22+00:00
441dcaef31,pretty much amazzing,2012-12-27 03:30:23+00:00
b4e721aa1e, the app said i need 12.1.5 or later,2012-12-27 03:28:41+00:00
a92e8ab2a1, --Nothing,2012-12-27 03:05:41+00:00
31d77e5ff5,is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!,2012-12-27 03:02:58+00:00
e887fbdfd5,not really having a good night...,2012-12-27 03:02:44+00:00
78094a1191,miss you captain,2012-12-27 02:46:18+00:00
a447f480ec,Im sending this to my mother!  http://bit.ly/1aa1RF,2012-12-27 02:44:53+00:00
e2fdad0321,"OI,",2012-12-27 02:34:10+00:00
67cafda653, i am public and can`t get anyone to follow me,2012-12-27 02:21:02+00:00
356bdefc64," Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings.",2012-12-27 02:06:28+00:00
d6ce1fc670, Boring? Who you been talking to? Lol not me  ( no ****),2012-12-27 02:03:08+00:00
d613b00386,"  I know, right? I guess the oldest doesn`t hold rank on field trips anymore.",2012-12-27 02:00:22+00:00
507a584ae5,"just signed up..so, hello twitter world, here I am",2012-12-27 01:44:52+00:00
2418966865, I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.,2012-12-27 01:44:02+00:00
6247a1db0b, heading over to xbox  will go shopping 2morrow,2012-12-27 01:28:12+00:00
e48cf1bff4, I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking,2012-12-27 01:17:41+00:00
6e693017f6,excited!,2012-12-27 01:10:27+00:00
2c60e1c7a2,weird,2012-12-27 01:09:17+00:00
b770afa9e6,boring,2012-12-27 01:03:01+00:00
fe7c9215ae,Practice was a beast today. Not going to see Julian tonight,2012-12-27 00:59:57+00:00
472c3e2c41,"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay",2012-12-27 00:48:57+00:00
0d7697aa10,Thanks,2012-12-27 00:48:02+00:00
fe09df7e91,lame.,2012-12-27 00:40:12+00:00
33eb5a33be,Rise and shine  Time to get prettifide.,2012-12-27 00:35:13+00:00
bab53b4152,hard,2012-12-27 00:30:28+00:00
f877442216,Gosh I`ve a stinky old headache.,2012-12-27 00:22:30+00:00
311740836a,Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,2012-12-27 00:19:39+00:00
80aff8d880,bout 2 have 1 more drink then imma head in da house,2012-12-27 00:18:04+00:00
fe89e929f4,"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back",2012-12-27 00:16:28+00:00
0f4be91a14,I love my life  Ni night twitter!<3,2012-12-27 00:08:50+00:00
5225c062f9, We knew what what you meant!,2012-12-27 00:03:22+00:00
bd499c0bf7,Succesfully following Tayla!!,2012-12-26 23:50:30+00:00
483bb46b97,my new phrase is `you never doubt mo williams`   six game win streak!,2012-12-26 23:49:55+00:00
dacb6d78af,fun,2012-12-26 23:41:33+00:00
98b6544758, 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!,2012-12-26 23:14:30+00:00
275fa7a3f8,good,2012-12-26 23:10:43+00:00
346ce6428b,"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.",2012-12-26 22:55:54+00:00
086bee572e,"Great,",2012-12-26 22:45:45+00:00
22df86426d, If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,2012-12-26 22:34:14+00:00
63dcc7d29f,"I should learn not to walk all day, and then sprint through sprinklers without stretching.",2012-12-26 22:26:06+00:00
f7ac9e16e5,Greatest friends !!haha  You are!!,2012-12-26 22:23:28+00:00
59159f2163, I`m still trying to see Star Trek! I`ll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,2012-12-26 21:58:01+00:00
c7fc03de4d,"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",2012-12-26 21:57:45+00:00
002bb8f1b3,cool,2012-12-26 21:57:45+00:00
d112d2e5bf,relaxing,2012-12-26 21:52:06+00:00
c762607c42,Is off to watch arsenal v chelsea today,2012-12-26 21:44:56+00:00
09b5db7af0,He`s getting ear tubes in about an hour so no food,2012-12-26 21:22:30+00:00
aa51082711, yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,2012-12-26 21:11:56+00:00
d4b544abff,left the bases loaded...,2012-12-26 20:55:43+00:00
ea1e41d586,good luck,2012-12-26 20:53:40+00:00
ba28fe48b2,****!,2012-12-26 20:53:20+00:00
39e9f0e449, I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now,2012-12-26 20:40:58+00:00
209de29f24,Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.,2012-12-26 20:34:36+00:00
52aad0e22e,trouble.,2012-12-26 20:22:09+00:00
21ab400cb3," so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",2012-12-26 20:18:15+00:00
e93220b868,sucks!,2012-12-26 20:02:39+00:00
57ea442d4d,****,2012-12-26 19:56:51+00:00
88a120f336,Happy mothers day mom!!!  i love you.,2012-12-26 19:53:07+00:00
52fc580b72,"burning cd`s,,,,,,,,, **** outa blank disc`s",2012-12-26 19:49:13+00:00
3dc1ed5f06,"new album is truly genius, so happy with it",2012-12-26 19:42:30+00:00
fe2f3f3359,cry,2012-12-26 19:41:03+00:00
e170fafd8c,Awesome,2012-12-26 19:38:54+00:00
b38df0845d,crying,2012-12-26 19:38:12+00:00
cf1739382c,i only hav 8 followers                 !,2012-12-26 19:34:43+00:00
63e434fbf0,happy star wars day everyone,2012-12-26 19:29:28+00:00
43d10bd312,frickin,2012-12-26 19:28:33+00:00
6230b5c435,IT`S MOTHER`S DAY,2012-12-26 19:27:25+00:00
c6bc7536ef,Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,2012-12-26 19:26:30+00:00
c8caef9df3,thanks!,2012-12-26 19:25:51+00:00
213eae85e9, I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.,2012-12-26 19:24:00+00:00
dce070190c,bored out,2012-12-26 19:23:50+00:00
8db4aaef4a,watching the notebook,2012-12-26 19:22:41+00:00
cf95521362, Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,2012-12-26 19:21:01+00:00
c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",2012-12-26 19:20:21+00:00
951e093497,Finally sleep time,2012-12-26 19:20:18+00:00
5a34a7e52c,best kind of gum ever!,2012-12-26 19:18:43+00:00
59f6677324,blew,2012-12-26 19:16:45+00:00
9b0db4e33e,failed,2012-12-26 19:16:35+00:00
c9e8281f8c,"  just finished mine, some parts were remarkably difficult  cramming kanji now!",2012-12-26 19:14:45+00:00
cac1ba6f5a,i feel left out,2012-12-26 19:14:36+00:00
da8a88b872,love,2012-12-26 19:14:28+00:00
196e5dec12,They wouldn`t reverse any of my overdraft fees.,2012-12-26 19:14:06+00:00
811dc7e401,_N9ne I`m not having a good day,2012-12-26 19:13:34+00:00
a777619b23,miss,2012-12-26 19:13:12+00:00
8cdaa4f6d8,"I can put it off as much as I want, but I need 2 drop some friends. Dammit!",2012-12-26 19:13:03+00:00
6aa5004916,hate,2012-12-26 19:02:33+00:00
ff7949688c,  lol you guys are awesome,2012-12-26 19:02:02+00:00
309706ed4f,good,2012-12-26 18:47:34+00:00
2.91E+08,cute,2012-12-26 18:30:15+00:00
afa094db6a,glad,2012-12-26 18:20:53+00:00
b694518332,lappy charger is completely dead...,2012-12-26 18:18:43+00:00
2d76387d6e," well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",2012-12-26 18:17:12+00:00
0b3588bf63,Happy,2012-12-26 18:16:29+00:00
0d401237c2,I put a real pic of myself up. I`m going to miss the avatar.,2012-12-26 18:14:43+00:00
3922543d77,distracted,2012-12-26 18:11:58+00:00
e3082089c9,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,2012-12-26 18:10:48+00:00
564c21df63,sick,2012-12-26 17:58:32+00:00
2c8062a094,my bad ****,2012-12-26 17:56:06+00:00
515793e794,about to hit the sheets.,2012-12-26 17:52:34+00:00
c435fb9416,"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",2012-12-26 17:48:16+00:00
c5279762d3,watching Gilmore Girls reruns!! Don`t know what else to do for the day,2012-12-26 17:47:41+00:00
97eeb0161d,"Wow, its hot and miserable. People are probably killing themselves right about now...",2012-12-26 17:40:10+00:00
f0f6fda1f6,Thanks,2012-12-26 17:37:58+00:00
e8ce4f8bdc," ohh snapp, have fun",2012-12-26 17:37:21+00:00
c881dc16e9,Sitting waiting for an exam to start,2012-12-26 17:36:43+00:00
89d0aed1ff, I don`t think I`ve ever tried peanut butter on toast,2012-12-26 17:36:15+00:00
2ef49da640," i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",2012-12-26 17:35:19+00:00
7db53ed89f,Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,2012-12-26 17:32:50+00:00
a2819eaa7a,love,2012-12-26 17:28:41+00:00
37b50ef2a5,very sweet!!!,2012-12-26 17:26:56+00:00
4cc7d9995d,bored.,2012-12-26 17:22:22+00:00
c0abd616ab, I`m sure she`ll be fine. They`re not as daft as they look (sometime),2012-12-26 17:22:08+00:00
32058d2bb5,HA! I`d give Kristen plenty of free hugs! *sigh* if only I could,2012-12-26 17:21:42+00:00
144252776," And, yes. I <3 mac, if only it weren`t so expensive",2012-12-26 17:18:19+00:00
0c8dd8b628,hate,2012-12-26 17:17:26+00:00
c80d7e9b26,  link isn`t working,2012-12-26 17:17:14+00:00
102384b03c,I just need to go to the bank,2012-12-26 17:15:55+00:00
f97b498af4,a good trainer and good beaches were to ride!,2012-12-26 17:14:44+00:00
908abc1bd1,WOW they`re totally amazing and they`re more than awesome,2012-12-26 17:13:32+00:00
0187f448b1,Just got laid off  stupid economy!,2012-12-26 17:11:50+00:00
e833f3a85d,ruined,2012-12-26 17:06:21+00:00
f980f61df3,"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",2012-12-26 17:05:42+00:00
07b57f906c,`Wake Up Darling`,2012-12-26 17:04:18+00:00
18ee7c255c, oh I know. and I aprreciate it  it can be my back up plan,2012-12-26 17:03:38+00:00
f7dc083f08,love,2012-12-26 17:01:31+00:00
6d43a06459, Umm don`t ya mean ship,2012-12-26 16:59:31+00:00
44da06d16c,i really wanna go to australia and england.,2012-12-26 16:57:20+00:00
938f7e936c,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",2012-12-26 16:53:37+00:00
ffd54ac7f7,just had a gym sesh.,2012-12-26 16:51:24+00:00
e1c4ad96a0,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,2012-12-26 16:46:07+00:00
68e6a47c75,wrong,2012-12-26 16:45:33+00:00
05f4f3ddc3,sad,2012-12-26 16:42:22+00:00
026d3b6611, what`s up? what happened? DM me if you need to. TXT on my phone is defunk`d,2012-12-26 16:40:15+00:00
aa7362d09b,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!,2012-12-26 16:33:48+00:00
c10d6fac3d,cry,2012-12-26 16:31:36+00:00
d554ee2fe0,"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",2012-12-26 16:31:30+00:00
8534e70d73,Going to work,2012-12-26 16:31:18+00:00
a9bc0bc35d, i agree with the whole Hollie thing,2012-12-26 16:31:07+00:00
4b2b6a59d4,_ Truetrue  But he`s not! xD,2012-12-26 16:30:50+00:00
80a1ed08bf,Sad,2012-12-26 16:29:45+00:00
cebe0fc8d3,I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,2012-12-26 16:24:46+00:00
a1833e30a5,kill,2012-12-26 16:19:24+00:00
f820ad932c,sinfest,2012-12-26 16:17:40+00:00
9e25d010e9,"kaput,",2012-12-26 16:17:36+00:00
a3b686ba61,cant wait for tomorrow >_<,2012-12-26 16:15:51+00:00
5d9b0f4b31,sad,2012-12-26 16:15:03+00:00
7e69bec42c,taking care of sick children,2012-12-26 16:11:15+00:00
422cd4f89f,welcome,2012-12-26 16:10:02+00:00
d78be7b22e,excited,2012-12-26 16:08:29+00:00
95db70d9c2, yup! way to **** early and I`m already at work,2012-12-26 16:05:54+00:00
f2f05cbdae,sweet!,2012-12-26 15:59:49+00:00
ab43c568d8,Youuuu`re,2012-12-26 15:59:13+00:00
9b04365a55,"I want to ride my bicycle today, but it`s too cold and cloudy today",2012-12-26 15:58:55+00:00
2f136d0402, important person?  who?,2012-12-26 15:57:33+00:00
dc4fa42628," That`s not what  said  I like you, too, though.  is going steady with , though.....",2012-12-26 15:57:12+00:00
1cd62f2da1,Thank you!,2012-12-26 15:56:47+00:00
170f84ffcf,missed,2012-12-26 15:56:18+00:00
c8e099fef6,via : Found #geocache Head`s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,2012-12-26 15:50:45+00:00
1e1cb8d9a4,let me dream about my spock now goodnight,2012-12-26 15:46:14+00:00
9d968ef838,thanks,2012-12-26 15:42:28+00:00
ca10e6b390,Danny cut his beautiful curls,2012-12-26 15:41:53+00:00
d59c09da6c,good!!,2012-12-26 15:41:49+00:00
16b8e23839,lazy,2012-12-26 15:40:36+00:00
e9dd5ad752,its full of hotness,2012-12-26 15:39:29+00:00
a1ac7a0543,scarred for life.,2012-12-26 15:38:21+00:00
56395aff30,Just finished watching the last of Star Wars,2012-12-26 15:15:38+00:00
356c8f7848,Thanks    ? http://blip.fm/~5z6n8,2012-12-26 15:15:14+00:00
8d85d53e36,can`t be arsed to get out of bed  hello sunshine,2012-12-26 15:00:57+00:00
320a6e56fc,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),2012-12-26 14:59:09+00:00
88c2d7f95e,I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),2012-12-26 14:56:21+00:00
0740ae9f9b," btw, do you realize your profile pic makes you look much older than you say you are?",2012-12-26 14:48:53+00:00
4d7def819d," Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",2012-12-26 14:46:31+00:00
50c0004af6, tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,2012-12-26 14:42:09+00:00
bcbc9b5e75,crisps,2012-12-26 14:39:48+00:00
93236f076c, Thank yooou! I might have to get it seen to... hm...  ****,2012-12-26 14:39:44+00:00
be4b907022,thank you,2012-12-26 14:33:26+00:00
760723a562,Sore throat. This is not good.,2012-12-26 14:32:43+00:00
f66a3af202, it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,2012-12-26 14:11:58+00:00
6e60ed6d59,disappointed,2012-12-26 14:10:40+00:00
9c01aa6afd,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,2012-12-26 14:10:21+00:00
412790a2ed," can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.",2012-12-26 14:10:01+00:00
266d2b648f,crappy,2012-12-26 14:05:53+00:00
4683236241,its freezing cold!,2012-12-26 14:05:26+00:00
3b45abf7b5,sadness,2012-12-26 14:01:20+00:00
9f8cd8c991, haha! sorry to hear that,2012-12-26 14:00:53+00:00
c3a4f9710d,_k_2k - Y!360 closing? get out!,2012-12-26 13:58:23+00:00
1914dd82b2," He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",2012-12-26 13:53:28+00:00
51a31aa9a1,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol,2012-12-26 13:53:25+00:00
7b9f3f4f39," aww if I could, I would...  GBY ;)",2012-12-26 13:47:35+00:00
88c7658eb5,kisses.,2012-12-26 13:25:33+00:00
474b02cd39,Thanks for the warning. Good thing my heart is unbreakable.,2012-12-26 13:02:53+00:00
a5cee2035b,"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",2012-12-26 12:58:23+00:00
c7e1468a65, ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms,2012-12-26 12:52:49+00:00
5a877ae4b8,Happy,2012-12-26 12:44:26+00:00
b8a77cd14c, oks  yes infact we had chatted earlier on n00b.in as well,2012-12-26 12:39:43+00:00
b2bada7873, And you as well bro,2012-12-26 12:36:39+00:00
aab1caabf0, im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,2012-12-26 12:34:05+00:00
7240ccb4b2,Hope,2012-12-26 12:30:25+00:00
c26aabf505, how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx,2012-12-26 12:24:37+00:00
4f05a05989,love,2012-12-26 11:56:57+00:00
f4c7e939ef,miss,2012-12-26 11:32:05+00:00
1f2a8f57c9," Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).",2012-12-26 11:31:01+00:00
9048ec6e22,Loves,2012-12-26 11:28:15+00:00
c8a8b0e791,tired.,2012-12-26 11:26:36+00:00
3cb4d10927,Watching WALL-E.....it`s so cute but sad,2012-12-26 11:25:14+00:00
112591001f,happy star wars day,2012-12-26 11:24:19+00:00
0b91f39c27,accepted,2012-12-26 11:22:47+00:00
bc28048a07,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,2012-12-26 11:18:25+00:00
9f32a3213d,tired,2012-12-26 11:18:06+00:00
8d548b1783,"There mite be a article in the trib bout portia, keep an eye out for it.",2012-12-26 11:17:50+00:00
fc7842b0b4, I`ve given up on pizza - kids would never let me have my fav  (the hot ones),2012-12-26 11:17:10+00:00
3285374ab0,my phone went dead,2012-12-26 10:57:42+00:00
d2141d6d47, Thats great,2012-12-26 10:57:15+00:00
c032793654,Princess Sakura is MINE  therefor i want to use it on TJ! grr,2012-12-26 10:54:48+00:00
8bb73c2ccd,no thumbs,2012-12-26 10:49:05+00:00
0996990dca,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,2012-12-26 10:48:20+00:00
c635a113c8,thanks!,2012-12-26 10:44:16+00:00
88a4261005,still making icons,2012-12-26 10:42:21+00:00
11b14ae498,"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",2012-12-26 10:41:36+00:00
12005b65fc,Waiting for my turn on wii fit gym closed,2012-12-26 10:21:09+00:00
dbabff5048,Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,2012-12-26 10:12:08+00:00
0415387eb8,wrong,2012-12-26 09:59:24+00:00
d26016300e,amazing,2012-12-26 09:58:18+00:00
e150ad9d31,very nice...,2012-12-26 09:46:39+00:00
5c0e819f2b," I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",2012-12-26 09:45:21+00:00
462978616d," Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours",2012-12-26 09:42:04+00:00
75dc8a3ff6,"baby i need you , right here , right now",2012-12-26 09:39:14+00:00
a9a725abfa,help,2012-12-26 09:36:38+00:00
ef1debc105, together,2012-12-26 09:29:21+00:00
5c2ae1e5f0,http://twitpic.com/4wuaq - another prof pic.,2012-12-26 08:46:52+00:00
b820cb8056,Happy,2012-12-26 08:43:40+00:00
dc6dae7f3b, http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!,2012-12-26 08:39:10+00:00
3d0c74e523,lost,2012-12-26 08:37:26+00:00
0de2a265ef,"church bellss are ringin  got to go. adieu,(god bless in german)",2012-12-26 08:34:41+00:00
86ae985c48,Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,2012-12-26 08:34:07+00:00
cc3b05f756,great performance,2012-12-26 08:30:34+00:00
5524acce17,b4,2012-12-26 07:59:57+00:00
b33e54d9c8, probably not in this weather,2012-12-26 07:52:50+00:00
f288113937,some relaxation. so much things on my list... but really not that much,2012-12-26 07:46:46+00:00
1137d77ecc,....got your message!!! You are such a twitter freak!,2012-12-26 07:39:04+00:00
496abe9ad9,hate,2012-12-26 07:35:20+00:00
5b204b5429,Hope it`s a good one,2012-12-26 07:35:02+00:00
c0414a6961,HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!,2012-12-26 07:19:59+00:00
65bef2f8c9,sorry,2012-12-26 06:55:08+00:00
65e715d6e5," I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive",2012-12-26 06:52:02+00:00
4b34697ec5,sad..,2012-12-26 06:46:20+00:00
36c50ba510,it`s mother`s day...i already bought and gave my mother`s day present to my mother.,2012-12-26 06:46:07+00:00
cea5b3f191,sad,2012-12-26 06:44:55+00:00
aa221b6a7d," hey, what about us followers in ATL!!!!",2012-12-26 06:42:28+00:00
ffcd5cb36e,11:11 pm Perrrfect universal alignment.    <33,2012-12-26 06:30:08+00:00
cb8ff954c0,i like i like,2012-12-26 05:44:45+00:00
af9a810c77,i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,2012-12-26 05:42:11+00:00
d98aa88591, No Trump casino in Vegas.,2012-12-26 05:16:11+00:00
a7977acf38,"_jimski .....in my book, yes",2012-12-26 04:52:04+00:00
5a9faa4da8, ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,2012-12-26 04:43:37+00:00
1b8c3ffa29,asks for karma points please.  http://plurk.com/p/wxnt9,2012-12-26 04:41:05+00:00
aa1a163174, Will do,2012-12-26 04:36:46+00:00
a4bb5d0c5c,OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad,2012-12-26 04:27:57+00:00
24e58e264b,_carter THE LINK DOESNT WORK,2012-12-26 04:18:19+00:00
01f2c9bae6,"_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully",2012-12-26 03:16:45+00:00
e02cb0c9a8,wonder,2012-12-26 03:09:19+00:00
3f8df1fed3,Up late with nothin 2 do.....,2012-12-26 03:00:53+00:00
4b8092674a,love,2012-12-26 02:43:28+00:00
ef7149efd3,grouchy,2012-12-26 02:41:02+00:00
c00890fdfc,lookin good today,2012-12-26 01:30:08+00:00
e3592de395,i`m loling.,2012-12-26 00:46:05+00:00
ad970e1d3f, it`s saying that it is the wrong link-it cannot find the address.,2012-12-26 00:18:50+00:00
098f6ce321,  I know... kittie should be a professional....,2012-12-25 23:52:15+00:00
2cd5a21fbc,Sending blessings out to,2012-12-25 23:11:25+00:00
fcc4f3baa5, ahh ok! Enjoy! I`ll miss it,2012-12-25 23:01:51+00:00
b86fe0c61a,"So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod",2012-12-25 22:26:44+00:00
ea1b1fd1bb,Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj,2012-12-25 22:06:51+00:00
ec00ec25c7,has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,2012-12-25 22:05:27+00:00
17d1fdde01,"i cant believes its already Monday, the weekend went by soooo fast,",2012-12-25 19:54:37+00:00
91de6a547d,"Barack Obama is a legend,",2012-12-25 18:54:47+00:00
6e8fb1ede7,I got whooped by Jason Bradbury. Ace :0,2012-12-25 18:51:46+00:00
fd9f6c3e21,That sucks,2012-12-25 18:28:26+00:00
c3892f8e77,sadd..,2012-12-25 18:14:38+00:00
639aeb628f,"according to mary chaayaa, i look like a sexy emo in my dp  i not emo.",2012-12-25 17:47:05+00:00
ef465b57eb, sounds awesome..,2012-12-25 17:26:26+00:00
e0ead16a3d, well you are a tricky one so I would say 6.5,2012-12-25 16:37:27+00:00
b09213d54b, no. my school will start on June1.  two days to go. i still don`t want. :l,2012-12-25 16:23:59+00:00
79256fbe62, Still no Internet today,2012-12-25 16:17:28+00:00
5813e09e81,sux.,2012-12-25 15:51:50+00:00
50d03d593e,gahhhh homework. masterchef in half an hour! hahah and the recruits,2012-12-25 15:50:44+00:00
6816923abd,bad,2012-12-25 15:48:05+00:00
2524332d66, I`m concerned for that family,2012-12-25 15:25:57+00:00
1900a6978a,Idk i cant do ****,2012-12-25 15:08:24+00:00
e8d9d9671b,only gets spam in her college email account now. What a way to rub in graduation.,2012-12-25 14:59:57+00:00
c69ccdfa56,I`m very much in tune with your words today. Thanks.,2012-12-25 14:57:17+00:00
3c6723fa1b, how are you gonna get them? I got bitten,2012-12-25 14:55:20+00:00
85e2495324,sad,2012-12-25 14:41:18+00:00
16b52fbd17,im jealous.,2012-12-25 14:37:20+00:00
755bcfd6a2,  we get so bored with routine.. lol!,2012-12-25 14:37:10+00:00
fdc09f2f0b,What does 'drink responsibly' mean to you? Please share a tip (or two if you`re drunk right now  ),2012-12-25 14:32:52+00:00
1643564ce1,it won`t be so bad... I was wrong,2012-12-25 14:21:11+00:00
